Player,Squad,Pos,Season,Games,Minutes,Goals,Assists,xG,xA,NonPenaltyGoals,Per90_G+A-PK,Shots,KeyPasses,YellowCards,RedCards
Jesper Lindstrom,Everton,MF,2024-2025,25,1279,0,1,2.0184412728995085,2.881908133625984,0,0.07036747458952307,28,19,2,0
Yerson Mosquera,Wolves,DF,2024-2025,5,448,0,0,0.4660062603652477,0.094501007348299,0,0.0,2,2,2,0
Romeo Lavia,Chelsea,MF,2024-2025,16,830,0,1,0.146451324224472,0.7232360076159239,0,0.10843373493975905,2,7,4,0
Lamare Bogarde,Aston Villa,DF,2024-2025,8,478,0,0,0.0650692656636238,0.1753242537379264,0,0.0,1,2,2,0
Jeremy Sarmiento,Brighton,,2024-2025,1,4,0,0,0.0,0.0,0,0.0,0,0,0,0
Micky van de Ven,Tottenham,DF,2024-2025,13,1031,0,2,0.7710057385265827,1.1784075498580933,0,0.1745877788554801,6,2,4,0
Paris Maghoma,Brentford,,2024-2025,8,89,0,0,0.0355504304170608,0.1064981892704963,0,0.0,1,1,0,0
Samuel Edozie,Southampton,,2024-2025,2,57,0,0,0.0,0.0817131176590919,0,0.0,0,1,1,0
Conor Bradley,Liverpool,DF,2024-2025,19,736,0,2,1.1355030871927738,1.9162586014717815,0,0.24456521739130438,10,7,4,0
Archie Gray,Tottenham,DF,2024-2025,28,1729,0,0,0.0294456556439399,0.1526386328041553,0,0.0,1,3,1,0
Jarell Quansah,Liverpool,DF,2024-2025,13,478,0,0,0.0915264189243316,0.1051452979445457,0,0.0,1,2,2,0
Lewis Hall,Newcastle,DF,2024-2025,27,2200,0,4,0.5363848507404327,3.951083693653345,0,0.16363636363636364,11,33,3,0
Nathan Patterson,Everton,DF,2024-2025,10,332,0,1,0.0711022391915321,0.4205229729413986,0,0.2710843373493976,1,4,1,0
Toti,Wolves,DF,2024-2025,31,2622,0,1,0.9773350562900304,0.9932401478290558,0,0.034324942791762014,7,9,7,0
Chiquinho,Wolves,,2024-2025,1,5,0,0,0.0,0.0162079948931932,0,0.0,0,1,0,0
Leny Yoro,Man United,DF,2024-2025,21,1152,0,0,1.1257849335670471,0.0538205839693546,0,0.0,5,2,5,0
Noussair Mazraoui,Man United,DF,2024-2025,37,2881,0,1,0.814534755423665,1.5644007651135323,0,0.03123915307185005,13,20,3,0
Ryan Gravenberch,Liverpool,MF,2024-2025,37,3199,0,4,1.3318934980779886,2.415423891507089,0,0.11253516723976242,20,26,6,1
Jay Stansfield,Fulham,,2024-2025,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Sepp van den Berg,Brentford,DF,2024-2025,31,2602,0,0,2.1477734111249447,1.029765497893095,0,0.0,20,7,3,0
James Hill,Bournemouth,DF,2024-2025,10,458,0,1,0.1945150233805179,0.3440760616213083,0,0.19650655021834063,6,3,1,0
Harry Toffolo,Nott'm Forest,DF,2024-2025,4,122,0,0,0.0225998293608427,0.0,0,0.0,1,0,1,0
Tyrell Malacia,Man United,DF,2024-2025,3,102,0,0,0.0,0.0620109774172306,0,0.0,0,1,1,0
Marcos Senesi,Bournemouth,DF,2024-2025,17,1117,0,0,0.6511894948780537,0.2382868472486734,0,0.0,2,5,5,0
André Onana,Man United,GK,2024-2025,34,3060,0,0,0.0,0.3146860003471374,0,0.0,0,1,0,0
Santiago Bueno,Wolves,DF,2024-2025,29,1672,0,0,0.3284060172736645,0.0,0,0.0,6,0,2,0
Antony,Man United,,2024-2025,8,119,0,0,0.6254736389964819,0.2294500740244984,0,0.0,6,3,0,0
Ryan Trevitt,Brentford,,2024-2025,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Martial Godo,Fulham,,2024-2025,2,16,0,0,0.0,0.0834133774042129,0,0.0,0,1,0,0
Chadi Riad,Crystal Palace,DF,2024-2025,1,90,0,0,0.0,0.0,0,0.0,0,0,0,0
Kobbie Mainoo,Man United,FW,2024-2025,25,1660,0,0,0.7448182795196772,2.04548772983253,0,0.0,15,14,5,0
Divin Mubama,Man City,,2024-2025,1,26,0,0,0.0625510141253471,0.0,0,0.0,1,0,0,0
Nathan Butler-Oyedeji,Arsenal,,2024-2025,1,1,0,0,0.0947556942701339,0.0,0,0.0,1,0,0,0
Michael Kayode,Brentford,DF,2024-2025,12,527,0,1,0.1810818612575531,0.98140287399292,0,0.17077798861480076,2,8,2,0
Mykhailo Mudryk,Chelsea,MF,2024-2025,7,133,0,0,0.1225307434797287,1.0799011290073397,0,0.0,1,2,0,0
Danilo,Nott'm Forest,MF,2024-2025,8,275,0,0,0.0,0.0,0,0.0,0,0,0,0
James Bree,Southampton,DF,2024-2025,17,1077,0,1,0.1093538105487823,1.0717255100607872,0,0.08356545961002786,4,9,0,0
Daniel Bentley,Wolves,GK,2024-2025,2,180,0,0,0.0,0.0,0,0.0,0,0,0,0
Victor Kristiansen,Leicester,DF,2024-2025,30,2510,0,1,0.1595502030104398,1.6646690927445889,0,0.035856573705179286,3,18,1,0
Renato Veiga,Chelsea,MF,2024-2025,7,143,0,0,0.1354483440518379,0.0,0,0.0,3,0,2,0
Kaelan Casey,West Ham,,2024-2025,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Illia Zabarnyi,Bournemouth,DF,2024-2025,36,3116,0,1,1.3495636964216828,0.9619763027876616,0,0.028883183568677796,12,12,4,1
Samuel Amo-Ameyaw,Southampton,,2024-2025,2,21,0,0,0.0327474772930145,0.0393431074917316,0,0.0,1,1,1,0
Marc Guiu,Chelsea,,2024-2025,3,60,0,0,0.0,0.0404958091676235,0,0.0,0,1,0,0
Bart Verbruggen,Brighton,GK,2024-2025,36,3240,0,1,0.0,0.0531018786132335,0,0.027777777777777776,0,1,5,0
Chiedozie Ogbene,Ipswich,MF,2024-2025,5,237,0,0,0.0,0.0733897127211093,0,0.0,0,2,0,0
Julián Araujo,Bournemouth,DF,2024-2025,12,496,0,0,0.0,0.0628243163228035,0,0.0,0,1,2,0
Abduqodir Khusanov,Man City,DF,2024-2025,6,506,0,0,0.015545766800642,0.105730659328401,0,0.0,1,2,1,0
Yehor Yarmolyuk,Brentford,MF,2024-2025,31,1416,0,0,0.7878594100475311,1.025589969009161,0,0.0,9,9,6,0
Ben Brereton Díaz,Southampton,FW,2024-2025,10,438,0,0,1.3112603276968002,0.1556207612156868,0,0.0,11,3,1,0
Oscar Bobb,Man City,,2024-2025,3,9,0,0,0.0,0.0901587530970573,0,0.0,0,1,0,0
Edson Álvarez,West Ham,DF,2024-2025,28,1772,0,1,0.319299204275012,0.7971771331503987,0,0.05079006772009029,12,12,7,1
Patrick Dorgu,Man United,DF,2024-2025,12,843,0,0,0.3947257157415151,0.9689584393054248,0,0.0,10,11,3,1
Youssef Chermiti,Everton,,2024-2025,4,33,0,0,0.1710504256188869,0.0,0,0.0,3,0,1,0
Altay Bayindir,Man United,GK,2024-2025,4,360,0,0,0.0,0.0,0,0.0,0,0,0,0
Kim Ji-Soo,Brentford,,2024-2025,3,19,0,0,0.0,0.0,0,0.0,0,0,0,0
Alex Scott,Bournemouth,MF,2024-2025,20,764,0,0,0.7000175742432475,1.2158988821320236,0,0.0,15,12,3,0
Alfie Dorrington,Tottenham,,2024-2025,1,9,0,0,0.0,0.0,0,0.0,0,0,0,0
Tom King,Wolves,,2024-2025,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Lewis Orford,West Ham,,2024-2025,2,43,0,0,0.0156571604311466,0.0269074831157922,0,0.0,1,1,0,0
Oliver Scarles,West Ham,DF,2024-2025,15,644,0,0,0.1373369004577398,0.1161051169037818,0,0.0,3,3,1,0
Adam Wharton,Crystal Palace,MF,2024-2025,20,1337,0,2,0.3357602218165993,3.3524712435901165,0,0.13462976813762154,13,26,2,0
Joshua King,Fulham,MF,2024-2025,8,115,0,0,0.5880258642137051,0.7531819939613342,0,0.0,3,3,0,0
Jayden Danns,Liverpool,,2024-2025,1,3,0,0,0.0,0.0,0,0.0,0,0,0,0
Toby Collyer,Man United,,2024-2025,6,159,0,0,0.0509475357830524,0.1618404779583215,0,0.0,1,2,0,0
Josh Acheampong,Chelsea,DF,2024-2025,4,172,0,0,0.168215662240982,0.0,0,0.0,2,0,1,0
Harry Amass,Man United,DF,2024-2025,5,347,0,0,0.0897043105214834,0.0491649769246578,0,0.0,3,1,0,0
Hákon Valdimarsson,Brentford,GK,2024-2025,2,145,0,0,0.0,0.0,0,0.0,0,0,0,0
Mikey Moore,Tottenham,FW,2024-2025,10,351,0,1,0.1638267338275909,0.6736010685563087,0,0.25641025641025644,3,3,0,0
Yunus Konak,Brentford,,2024-2025,10,25,0,0,0.1090388596057891,0.0,0,0.0,1,0,0,0
Luke Woolfenden,Ipswich,DF,2024-2025,15,1170,0,0,0.0580514557659626,0.0,0,0.0,1,0,2,0
Massimo Luongo,Ipswich,MF,2024-2025,11,185,0,0,0.0,0.0,0,0.0,0,0,0,0
Wes Burns,Ipswich,MF,2024-2025,18,962,0,1,0.4133827127516269,2.204632848501205,0,0.09355509355509356,7,10,1,0
Ali Al-Hamadi,Ipswich,,2024-2025,11,98,0,0,0.5323996320366859,0.0784954708069562,0,0.0,4,2,3,0
Marcus Harness,Ipswich,,2024-2025,2,37,0,0,0.0,0.0,0,0.0,0,0,0,0
Cameron Burgess,Ipswich,DF,2024-2025,18,1538,0,2,0.9312757514417171,0.376679259352386,0,0.11703511053315994,10,7,0,0
Harrison Armstrong,Everton,,2024-2025,3,41,0,0,0.2571773827075958,0.0711022391915321,0,0.0,1,1,1,0
Joe Lumley,Southampton,GK,2024-2025,3,270,0,0,0.0,0.0,0,0.0,0,0,0,0
Nathan Wood,Southampton,DF,2024-2025,11,780,0,0,0.2937855720520019,0.0214793030172586,0,0.0,2,1,2,0
Eric da Silva Moreira,Nott'm Forest,,2024-2025,2,27,0,0,0.0,0.0,0,0.0,0,0,0,0
Andy Irving,West Ham,MF,2024-2025,10,142,0,0,0.1081755189225077,0.2821362912654876,0,0.0,4,1,2,0
Kosta Nedeljkovic,Aston Villa,,2024-2025,5,109,0,0,0.0,0.0,0,0.0,0,0,0,0
Woyo Coulibaly,Leicester,DF,2024-2025,4,107,0,0,0.0745922476053237,0.0,0,0.0,2,0,1,0
Mathis Amougou,Chelsea,,2024-2025,1,5,0,0,0.0,0.0,0,0.0,0,0,0,0
Albert Grønbæk,Southampton,FW,2024-2025,4,150,0,0,0.0602192617952823,0.0312254857271909,0,0.0,2,1,0,0
Mads Hermansen,Leicester,GK,2024-2025,27,2388,0,0,0.0,0.0,0,0.0,0,0,1,0
Abdul Fatawu,Leicester,DF,2024-2025,11,571,0,2,0.466048689559102,1.4724965319037435,0,0.3152364273204904,13,6,0,0
Lucas Bergvall,Tottenham,MF,2024-2025,27,1187,0,1,0.6092278761789203,0.7203583419322968,0,0.07582139848357203,11,11,3,0
Roman Dixon,Everton,DF,2024-2025,1,90,0,0,0.0,0.0,0,0.0,0,0,0,0
George Edmundson,Ipswich,,2024-2025,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Jack Clarke,Ipswich,MF,2024-2025,32,1151,0,4,1.3016396705061195,2.666540065780282,0,0.31277150304083406,17,28,2,0
André,Wolves,MF,2024-2025,33,2538,0,0,0.2956870160996914,0.8052516058087349,0,0.0,10,18,7,0
Luis Guilherme,West Ham,MF,2024-2025,12,121,0,0,0.3657259922474623,0.1099593006074428,0,0.0,4,3,0,0
Asher Agbinone,Crystal Palace,,2024-2025,2,2,0,0,0.0151914963498711,0.0238666459918022,0,0.0,1,1,0,0
Jayden Meghoma,Brentford,,2024-2025,1,3,0,0,0.0,0.0,0,0.0,0,0,0,0
Morato,Nott'm Forest,DF,2024-2025,26,852,0,0,0.1037580780684948,0.0,0,0.0,2,0,5,0
Ayden Heaven,Man United,DF,2024-2025,4,167,0,0,0.060109693557024,0.0120950564742088,0,0.0,2,1,1,0
Carlos Forbs,Wolves,MF,2024-2025,10,210,0,0,0.1455498486757278,0.0350774861872196,0,0.0,2,1,2,0
Vítezslav Jaros,Liverpool,,2024-2025,1,9,0,0,0.0,0.0,0,0.0,0,0,0,0
Alfie Pond,Wolves,,2024-2025,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Will Lankshear,Tottenham,,2024-2025,3,6,0,0,0.0,0.0,0,0.0,0,0,0,0
Caleb Kporha,Crystal Palace,,2024-2025,2,5,0,0,0.0,0.0,0,0.0,0,0,0,0
Harry Clarke,Ipswich,DF,2024-2025,7,378,0,0,0.0565143525600433,0.0654058307409286,0,0.0,1,1,1,1
Ryan Manning,Southampton,DF,2024-2025,24,1495,0,1,0.336783405393362,3.371531819924712,0,0.06020066889632107,8,34,2,0
Pedro Lima,Wolves,DF,2024-2025,3,68,0,0,0.05142717435956,0.0718730613589286,0,0.0,1,2,0,0
Jahmai Simpson-Pusey,Man City,DF,2024-2025,2,94,0,0,0.0,0.0,0,0.0,0,0,1,0
Thiago,Brentford,FW,2024-2025,8,148,0,0,0.1094420123845338,0.1144553758203983,0,0.0,2,2,0,0
Ronnie Edwards,Southampton,,2024-2025,1,7,0,0,0.0,0.0,0,0.0,0,0,0,0
Ben Winterburn,Bournemouth,,2024-2025,4,17,0,0,0.0,0.0,0,0.0,0,0,0,0
Jakub Stolarczyk,Leicester,GK,2024-2025,10,900,0,0,0.0,0.0,0,0.0,0,0,1,0
Will Alves,Leicester,,2024-2025,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Remy Rees-Dottin,Bournemouth,,2024-2025,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Antonín Kinsky,Tottenham,GK,2024-2025,6,540,0,0,0.0,0.2203462421894073,0,0.0,0,1,0,0
Zain Silcott-Duberry,Bournemouth,,2024-2025,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Vitor Reis,Man City,,2024-2025,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Andrés García,Aston Villa,DF,2024-2025,7,325,0,0,0.0354386642575264,0.2688065897673368,0,0.0,2,3,0,0
Welington,Southampton,DF,2024-2025,10,481,0,0,0.0432555852457881,0.0715155974030494,0,0.0,3,3,1,0
Eiran Cashin,Brighton,,2024-2025,2,18,0,0,0.0,0.0,0,0.0,0,0,0,0
Nasser Djiga,Wolves,DF,2024-2025,5,65,0,0,0.0,0.0,0,0.0,0,0,0,0
Chido Obi-Martin,Man United,FW,2024-2025,7,145,0,0,0.5575938895344734,0.0,0,0.0,5,0,1,0
Tyler Fredricson,Man United,DF,2024-2025,2,170,0,0,0.0,0.0,0,0.0,0,0,0,0
Julio Soler,Bournemouth,,2024-2025,3,7,0,0,0.0,0.0,0,0.0,0,0,0,0
Shumaira Mheuka,Chelsea,,2024-2025,1,1,0,0,0.0250541865825653,0.0,0,0.0,1,0,0,0
Mateus Mané,Wolves,,2024-2025,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Jeremy Monga,Leicester,,2024-2025,7,77,0,0,0.2071486935019493,0.0185432843863964,0,0.0,3,1,0,0
Jay Robinson,Southampton,MF,2024-2025,4,122,0,0,0.0555344186723232,0.6817478071898222,0,0.0,1,3,0,0
Harry Howell,Brighton,,2024-2025,1,4,0,0,0.0,0.0,0,0.0,0,0,0,0
Jake Evans,Leicester,,2024-2025,4,12,0,0,0.0,0.0,0,0.0,0,0,0,0
Olabade Aluko,Leicester,,2024-2025,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Gustavo Nunes,Brentford,,2024-2025,3,8,0,0,0.0,0.0,0,0.0,0,0,0,0
Michael Golding,Leicester,,2024-2025,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Joachim Kayi-Sanda,Southampton,,2024-2025,2,9,0,0,0.0,0.0,0,0.0,0,0,0,0
Claudio Echeverri,Man City,,2024-2025,1,4,0,0,0.0,0.0,0,0.0,0,0,0,0
Erling Haaland,Man City,FW,2025-2026,35,2979,27,8,28.795336209237576,5.507687093690038,24,0.9667673716012084,125,25,2,0
Thiago,Brentford,FW,2025-2026,38,3292,22,1,24.68977300822735,3.4500465877354145,14,0.4100850546780073,84,24,7,0
Antoine Semenyo,"Bournemouth,Man City",FW,2025-2026,37,3220,17,4,12.836786897853017,4.130169393494725,16,0.5590062111801242,83,38,7,0
Ollie Watkins,Aston Villa,FW,2025-2026,37,2908,16,3,18.82772558834404,2.816021606326103,16,0.5880330123796423,83,23,4,0
Morgan Gibbs-White,Nott'm Forest,FW,2025-2026,37,3142,15,4,11.671697720885277,4.5044658575207,14,0.5155951623169955,83,48,1,0
João Pedro,Chelsea,FW,2025-2026,35,2698,15,5,15.723741941154003,3.983569510281086,15,0.6671608598962194,73,29,5,0
Dominic Calvert-Lewin,Leeds,FW,2025-2026,35,2732,14,1,18.671318570151925,1.5441157519817352,10,0.3623718887262079,73,20,3,0
Viktor Gyokeres,Arsenal,FW,2025-2026,36,2255,14,1,13.871430788189173,2.6537387324497104,11,0.4789356984478935,55,20,5,0
Danny Welbeck,Brighton,FW,2025-2026,37,2286,13,1,12.718900069594383,2.2625304386019707,12,0.5118110236220472,56,20,5,0
Eli Junior Kroupi,Bournemouth,FW,2025-2026,33,1708,13,0,8.849121669307351,1.81576990429312,11,0.5796252927400468,52,22,5,0
Jean-Philippe Mateta,Crystal Palace,FW,2025-2026,32,2225,12,0,15.977427493780851,1.2496193014085293,8,0.32359550561797756,63,9,2,0
Richarlison,Tottenham,FW,2025-2026,32,1926,11,4,9.866276641376317,3.4081881837919354,11,0.7009345794392524,61,19,5,0
Bryan Mbeumo,Man United,FW,2025-2026,33,2676,11,3,13.309208107180892,5.091009698808193,11,0.4708520179372197,73,45,4,0
Hugo Ekitike,Liverpool,FW,2025-2026,28,1835,11,4,11.932188130915163,2.49130567535758,11,0.7356948228882834,65,21,0,0
Benjamin Sesko,Man United,FW,2025-2026,30,1636,11,1,12.504127995111048,0.5977376587688923,11,0.6601466992665037,61,9,2,0
Zian Flemming,Burnley,FW,2025-2026,29,1795,11,0,9.554794699884951,0.6848367601633072,9,0.45125348189415043,52,10,5,0
Harry Wilson,Fulham,MF,2025-2026,36,2751,10,7,5.759745923802257,5.503671173006296,10,0.5561613958560524,78,37,7,0
Matheus Cunha,Man United,FW,2025-2026,33,2506,10,2,7.076101643964648,3.698060866445303,10,0.4309656823623304,90,33,4,0
Cole Palmer,Chelsea,FW,2025-2026,26,2007,10,1,10.257518742233517,2.123134629800916,5,0.26905829596412556,64,24,5,0
Enzo Fernández,Chelsea,MF,2025-2026,36,3149,10,4,11.91719657368958,8.865934781730175,8,0.3429660209590346,72,68,10,0
Morgan Rogers,Aston Villa,FW,2025-2026,37,3301,10,6,7.145822267979384,7.475014166906476,10,0.4362314450166616,84,48,7,0
Bruno Fernandes,Man United,MF,2025-2026,35,3082,9,21,11.931805820204318,17.75713463127613,5,0.7592472420506164,85,137,5,0
Jarrod Bowen,West Ham,FW,2025-2026,38,3416,9,11,8.273593910038471,8.43197707645595,8,0.5005854800936768,79,44,4,0
Casemiro,Man United,MF,2025-2026,34,2649,9,2,6.577375870198011,3.177681438624859,9,0.3737259343148358,52,36,9,1
Raúl Jiménez,Fulham,FW,2025-2026,36,2215,9,3,12.016586696729064,1.944130852818489,5,0.32505643340857787,73,25,5,0
Ismaila Sarr,Crystal Palace,FW,2025-2026,28,2181,9,1,11.5433072373271,2.200463268905878,6,0.2888583218707015,48,19,2,0
Bruno Guimarães,Newcastle,MF,2025-2026,29,2467,9,5,6.597308051772416,3.869310455396771,7,0.43777867855695174,42,44,6,0
Beto,Everton,FW,2025-2026,37,1552,9,1,10.947674445807934,1.0041863042861223,9,0.5798969072164949,43,12,3,0
Nick Woltemade,Newcastle,FW,2025-2026,33,1953,8,3,8.262036986649036,2.9012854490429163,7,0.4608294930875576,32,22,0,0
Kevin Schade,Brentford,FW,2025-2026,35,2781,8,3,11.832689953967929,4.565257132053375,8,0.3559870550161812,57,29,6,1
Kiernan Dewsbury-Hall,Everton,MF,2025-2026,31,2649,8,4,4.330071024596691,6.574528481811285,8,0.40770101925254815,39,36,6,0
Jaidon Anthony,Burnley,FW,2025-2026,37,2777,8,2,5.564454321749508,4.374400090426207,8,0.32409074540871446,55,37,4,0
Noah Okafor,Leeds,FW,2025-2026,28,1592,8,1,6.296696716919541,2.259315438568592,8,0.5087939698492462,35,19,3,0
Thierno Barry,Everton,FW,2025-2026,38,1921,8,0,9.149327086284757,1.003938363865018,8,0.3748047891723061,38,12,3,0
Callum Wilson,West Ham,FW,2025-2026,32,1229,7,1,7.60266119800508,1.0267592892050743,7,0.5858421480878764,38,8,1,0
Mohamed Salah,Liverpool,FW,2025-2026,27,2163,7,7,8.837686643004417,6.428150682710111,6,0.5409153952843273,67,49,1,0
Phil Foden,Man City,FW,2025-2026,33,2083,7,5,6.688582047820091,6.107132508419454,7,0.5184829572731636,55,53,4,0
Harvey Barnes,Newcastle,FW,2025-2026,37,1947,7,1,8.050524456426501,3.1062511932104826,7,0.3697996918335901,58,23,1,0
Bukayo Saka,Arsenal,FW,2025-2026,31,2239,7,5,8.701195661909878,8.552797641605139,6,0.44216167932112554,71,62,2,0
Eberechi Eze,"Arsenal,Crystal Palace",FW,2025-2026,33,1928,7,2,4.807457456365228,2.63351690210402,7,0.42012448132780084,63,17,1,0
William Osula,Newcastle,FW,2025-2026,24,777,7,0,4.915395822376013,0.4466546475887298,7,0.8108108108108109,23,6,0,0
Dango Ouattara,Brentford,FW,2025-2026,32,2303,7,3,8.694322310388088,5.863189795985818,7,0.3907946157186279,56,27,5,0
Brian Brobbey,Sunderland,FW,2025-2026,31,1943,7,1,7.111885398626328,1.5084331054240463,7,0.3705609881626351,36,15,6,0
Marcus Tavernier,Bournemouth,MF,2025-2026,34,2779,7,4,9.397737859748304,6.158757623285055,5,0.2914717524289313,70,52,6,0
Cody Gakpo,Liverpool,FW,2025-2026,36,2758,7,5,9.826099138706924,6.592332137748599,7,0.3915881073241479,87,53,3,0
Virgil van Dijk,Liverpool,DF,2025-2026,38,3420,6,0,4.891236560419202,0.3285368140786886,6,0.15789473684210525,30,11,4,0
Emiliano Buendía,Aston Villa,MF,2025-2026,36,1778,6,2,3.7844833629205823,3.626239098608494,6,0.40494938132733405,49,30,6,0
Lukas Nmecha,Leeds,FW,2025-2026,31,1076,6,1,8.14029767177999,1.684540869668126,4,0.41821561338289964,30,11,0,0
Wilson Isidor,Sunderland,FW,2025-2026,32,1142,6,0,5.619414385408163,0.0,6,0.4728546409807356,43,0,2,0
Leandro Trossard,Arsenal,FW,2025-2026,31,2026,6,6,6.75317111518234,4.988008487969637,6,0.5330700888450147,53,36,2,0
Anthony Gordon,Newcastle,FW,2025-2026,26,1888,6,2,8.756197515875101,3.714877739548683,3,0.23834745762711865,48,26,3,1
Iliman Ndiaye,Everton,MF,2025-2026,32,2805,6,3,6.143797228112817,4.457025814801455,4,0.2245989304812834,43,30,2,0
Dominik Szoboszlai,Liverpool,DF,2025-2026,36,3236,6,7,4.724170769564807,8.835168853402138,6,0.361557478368356,70,78,8,1
Valentín Castellanos,West Ham,FW,2025-2026,18,1430,6,0,7.11984671279788,0.747508816421032,6,0.3776223776223776,50,12,6,0
Evanilson,Bournemouth,FW,2025-2026,36,2810,6,1,11.830083925276996,3.069119781255722,6,0.22419928825622776,72,30,2,0
Igor Jesus,Nott'm Forest,FW,2025-2026,37,2379,6,4,7.199080093763769,2.280350387096405,5,0.34047919293820933,70,15,2,0
Pedro Neto,Chelsea,FW,2025-2026,34,2667,5,6,5.149658527225256,7.933838244527578,5,0.3712035995500563,46,53,2,1
Martín Zubimendi,Arsenal,DF,2025-2026,38,3040,5,1,2.944296659901738,1.087823610752821,5,0.17763157894736842,27,19,4,0
John McGinn,Aston Villa,MF,2025-2026,30,2221,5,4,2.999398436397314,4.862495846115053,5,0.36470058532192706,28,39,5,0
Tomas Soucek,West Ham,MF,2025-2026,35,2206,5,0,5.214208725839853,0.8217995762825012,5,0.20398912058023572,25,11,3,1
Florian Wirtz,Liverpool,FW,2025-2026,33,2426,5,3,7.576831823214889,5.384264823049307,5,0.2967848309975268,51,60,1,0
Enzo Le Fée,Sunderland,FW,2025-2026,36,2953,5,6,5.268677884712815,7.54641820769757,2,0.24381984422621064,36,53,5,0
Jéremy Doku,Man City,FW,2025-2026,30,1783,5,5,3.9999447921290994,7.553412737324834,5,0.5047672462142457,39,59,0,0
Crysencio Summerville,West Ham,FW,2025-2026,31,2509,5,2,5.6990333795547485,3.23570919316262,5,0.25109605420486253,54,28,6,0
Anton Stach,Leeds,MF,2025-2026,29,2394,5,3,2.9207701720297337,5.958144916221499,5,0.3007518796992481,55,61,3,0
Ryan Gravenberch,Liverpool,MF,2025-2026,36,3008,5,3,1.5315213510766623,2.368868850171566,5,0.23936170212765956,38,29,5,0
João Palhinha,Tottenham,DF,2025-2026,33,2180,5,2,3.407368754968047,0.7690385403111577,5,0.2889908256880734,33,8,8,0
Nico O&#039;Reilly,Man City,DF,2025-2026,34,2646,5,3,6.727011270821095,3.847439743578434,5,0.272108843537415,41,23,5,0
Tijjani Reijnders,Man City,FW,2025-2026,28,1642,5,2,4.861917998641729,3.073294181376696,5,0.38367844092570036,49,18,2,0
Diego Gómez,Brighton,FW,2025-2026,32,2186,5,1,6.4177497662603855,2.0924463979899883,5,0.24702653247941447,42,20,9,0
Rayan,Bournemouth,MF,2025-2026,15,1146,5,2,2.6684105955064297,2.7789037879556417,5,0.549738219895288,28,14,1,0
Alex Iwobi,Fulham,MF,2025-2026,29,2473,4,3,2.403212903998792,3.629966888576746,4,0.2547513141932875,39,42,3,0
Mikel Merino,Arsenal,FW,2025-2026,22,1002,4,3,5.217843644320965,2.2901399955153465,4,0.62874251497006,22,12,1,0
Declan Rice,Arsenal,DF,2025-2026,36,3111,4,5,3.720960887148976,8.159449681639671,4,0.26036644165863065,40,63,3,0
Cristian Romero,Tottenham,DF,2025-2026,23,1878,4,1,1.8381627183407545,1.8169466238468883,4,0.23961661341853036,17,12,9,2
Lucas Paquetá,West Ham,FW,2025-2026,18,1544,4,1,2.440835335291922,3.011969303712249,2,0.17487046632124353,23,23,5,1
Taiwo Awoniyi,Nott'm Forest,FW,2025-2026,17,441,4,1,4.346804939210415,1.319865755736828,4,1.0204081632653061,15,6,2,0
Mathis Cherki,Man City,FW,2025-2026,33,1792,4,12,4.64134069904685,10.784712422639132,4,0.8035714285714286,55,60,1,0
Malick Thiaw,Newcastle,DF,2025-2026,35,2968,4,0,5.898031393066049,0.8268706873059273,4,0.12129380053908358,28,6,4,0
Mikkel Damsgaard,Brentford,MF,2025-2026,33,2085,4,4,2.974404709413648,6.468690361827612,4,0.3453237410071942,30,42,0,0
Elliot Anderson,Nott'm Forest,MF,2025-2026,38,3329,4,4,3.4442944694310427,4.842637189663947,3,0.18924601982577352,44,55,8,0
Donyell Malen,Aston Villa,FW,2025-2026,21,600,4,1,4.73893653601408,0.3693819381296634,4,0.75,26,7,0,0
Mathys Tel,Tottenham,FW,2025-2026,31,1324,4,1,2.8263100758194923,3.4139982480555773,4,0.33987915407854985,35,29,1,0
Micky van de Ven,Tottenham,DF,2025-2026,35,3049,4,1,2.4525543581694365,1.0142897926270962,4,0.1475893735651033,16,5,9,1
Brenden Aaronson,Leeds,FW,2025-2026,37,2517,4,5,5.881288753822446,5.662709843367338,4,0.3218116805721097,46,34,3,0
Jørgen Strand Larsen,"Crystal Palace,Wolves",FW,2025-2026,36,2353,4,1,6.514206910505891,0.6865616654977202,3,0.1529961750956226,44,10,4,0
Jack Hinshelwood,Brighton,DF,2025-2026,27,1773,4,3,4.76202392950654,2.3572685150429606,4,0.3553299492385787,37,16,0,0
Patrick Dorgu,Man United,DF,2025-2026,26,1436,4,4,2.987284906208515,3.1112868897616863,4,0.5013927576601671,25,27,5,0
